№,ID ЖК,Место Регион / РФ,+/-,Наименование ЖК,Регион,Адрес ЖК,Оценка ЕРЗ,Квартир в продаже,Класс,Этажность,Застройщик,Рейтинг ЕРЗ
560.0,4293177001.0,401/3514,+32,ЖК Влюблино | https://erzrf.ru/novostroyki/zhk-vljublino-4293177001?regionKey=143443001&gkId=4293177001,г.Москва,"г.Москва, округ Юго-Восточный, р-н Люблино, ул.Цимлянская",н/р,0.0,комфорт,многоэтажные дома,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
561.0,2362112001.0,401/3514,+32,ЖК Внуково 2016 | https://erzrf.ru/novostroyki/zhk-vnukovo-2016-2362112001?regionKey=143443001&gkId=2362112001,г.Москва,"с.п.Внуковское, округ Новомосковский",н/р,0.0,эконом,многоэтажные дома,ГК Самолет | https://erzrf.ru/zastroyschiki/brand/2366201001?regionKey=0&organizationId=2366201001,4.5
562.0,4344640001.0,401/3514,+32,ЖК Внуково 2017 | https://erzrf.ru/novostroyki/zhk-vnukovo-2017-4344640001?regionKey=143443001&gkId=4344640001,г.Москва,"с.п.Внуковское, округ Новомосковский, ш.Внуковское",н/р,0.0,эконом,многоэтажные дома,ГК Самолет | https://erzrf.ru/zastroyschiki/brand/2366201001?regionKey=0&organizationId=2366201001,4.5
563.0,4355921001.0,401/3514,+32,ЖК Водный | https://erzrf.ru/novostroyki/zhk-vodnyj-4355921001?regionKey=143443001&gkId=4355921001,г.Москва,"г.Москва, округ Северный, р-н Головинский, ш.Головинское",н/р,0.0,бизнес,высотные дома,MR Group | https://erzrf.ru/zastroyschiki/brand/430836001?regionKey=0&organizationId=430836001,3.0
564.0,4810730001.0,401/3514,+32,ЖК Вознесенский | https://erzrf.ru/novostroyki/zhk-voznesenskij-4810730001?regionKey=143443001&gkId=4810730001,г.Москва,"г.Москва, округ Центральный, р-н Пресненский, пер.Вознесенский",н/р,0.0,элитный,малоэтажные дома,ГК NBM | https://erzrf.ru/zastroyschiki/brand/2228824001?regionKey=0&organizationId=2228824001,н/р
565.0,24681800001.0,401/3514,+32,ЖК Волгоградский 155 | https://erzrf.ru/novostroyki/zhk-volgogradskij-155-24681800001?regionKey=143443001&gkId=24681800001,г.Москва,"г.Москва, округ Юго-Восточный, р-н Кузьминки, Волгоградский",н/р,0.0,эконом,многоэтажные дома,Фонд реновации | https://erzrf.ru/zastroyschiki/brand/14543898001?regionKey=0&organizationId=14543898001,5.0
566.0,14651893001.0,401/3514,+5,ЖК Волоколамское 24 | https://erzrf.ru/novostroyki/zhk-volokolamskoe-24-14651893001?regionKey=143443001&gkId=14651893001,г.Москва,"г.Москва, округ Северо-Западный, р-н Щукино, ш.Волоколамское",н/р,0.0,комфорт,высотные дома,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
567.0,2728924001.0,401/3514,+32,ЖК Воробьев Дом | https://erzrf.ru/novostroyki/zhk-vorobev-dom-2728924001?regionKey=143443001&gkId=2728924001,г.Москва,"г.Москва, округ Западный, р-н Раменки, ш.Воробьевское",н/р,0.0,элитный,многоэтажные дома,MR Group | https://erzrf.ru/zastroyschiki/brand/430836001?regionKey=0&organizationId=430836001,3.0
568.0,5959800001.0,401/3514,+32,ЖК Воскресенское | https://erzrf.ru/novostroyki/zhk-voskresenskoe-5959800001?regionKey=143443001&gkId=5959800001,г.Москва,"пос.Воскресенское, округ Новомосковский, ш.Белокаменное",н/р,0.0,элитный,многоэтажные дома,СТК ЕВРО-СТАРТ | https://erzrf.ru/zastroyschiki/brand/4967043001?regionKey=0&organizationId=4967043001,н/р
569.0,9590129001.0,401/3514,+32,ЖК ГРИЛЬЯЖ. Дом в Орехово | https://erzrf.ru/novostroyki/zhk-griljazh-dom-v-orekhovo-9590129001?regionKey=143443001&gkId=9590129001,г.Москва,"г.Москва, округ Южный, р-н Орехово-Борисово Северное, пр-д Шипиловский",н/р,0.0,комфорт,многоэтажные дома,Гостиничный комплекс Орехово | https://erzrf.ru/zastroyschiki/brand/9588091001?regionKey=0&organizationId=9588091001,н/р
570.0,4795987001.0,401/3514,+32,ЖК Геометрия | https://erzrf.ru/novostroyki/zhk-geometrija-4795987001?regionKey=143443001&gkId=4795987001,г.Москва,"г.Москва, округ Юго-Восточный, р-н Лефортово, ул.Душинская",н/р,0.0,бизнес,дома повышенной этажности,Желдорипотека | https://erzrf.ru/zastroyschiki/brand/430260001?regionKey=0&organizationId=430260001,0.5
571.0,9744413001.0,401/3514,+32,ЖК Город Сколково | https://erzrf.ru/novostroyki/zhk-gorod-skolkovo-9744413001?regionKey=143443001&gkId=9744413001,г.Москва,"дер.Сколково (в составе г. о. Москва), округ Западный, р-н Технопарк, ул.Зворыкина",н/р,0.0,комфорт,среднеэтажные дома,Фонд Сколково | https://erzrf.ru/zastroyschiki/brand/9737044001?regionKey=0&organizationId=9737044001,н/р
572.0,859984001.0,401/3514,+32,ЖК Город на Реке Тушино-2018 | https://erzrf.ru/novostroyki/zhk-gorod-na-reke-tushino-2018-859984001?regionKey=143443001&gkId=859984001,г.Москва,"г.Москва, округ Северо-Западный, р-н Покровское-Стрешнево, ш.Волоколамское",н/р,0.0,комфорт,дома повышенной этажности,Стадион Спартак | https://erzrf.ru/zastroyschiki/brand/10336172001?regionKey=0&organizationId=10336172001,5.0
573.0,3498693001.0,401/3514,+32,ЖК Город | https://erzrf.ru/novostroyki/zhk-gorod-3498693001?regionKey=143443001&gkId=3498693001,г.Москва,"г.Москва, округ Северный, р-н Дмитровский, ш.Дмитровское",н/р,0.0,комфорт,дома повышенной этажности,ГК Град | https://erzrf.ru/zastroyschiki/brand/3498218001?regionKey=0&organizationId=3498218001,1.5
574.0,8234093001.0,401/3514,+32,ЖК Городские резиденции SPIRES | https://erzrf.ru/novostroyki/zhk-gorodskie-rezidencii-spires-8234093001?regionKey=143443001&gkId=8234093001,г.Москва,"г.Москва, округ Западный, р-н Очаково-Матвеевское, ул.Нежинская",н/р,0.0,элитный,высотные дома,TEKTA GROUP | https://erzrf.ru/zastroyschiki/brand/1390311001?regionKey=0&organizationId=1390311001,3.5
575.0,5903691001.0,401/3514,+32,"ЖК Гороховский, 12 | https://erzrf.ru/novostroyki/zhk-gorokhovskij-12-5903691001?regionKey=143443001&gkId=5903691001",г.Москва,"г.Москва, округ Центральный, р-н Басманный, пер.Гороховский",н/р,0.0,элитный,среднеэтажные дома,БЭЛ Девелопмент | https://erzrf.ru/zastroyschiki/brand/4368787001?regionKey=0&organizationId=4368787001,н/р
576.0,7227320001.0,401/3514,+32,ЖК Грани | https://erzrf.ru/novostroyki/zhk-grani-7227320001?regionKey=143443001&gkId=7227320001,г.Москва,"г.Москва, округ Юго-Восточный, р-н Текстильщики, пр-д 1-й Грайвороновский",н/р,0.0,комфорт,дома повышенной этажности,ГК ОСНОВА | https://erzrf.ru/zastroyschiki/brand/6201034001?regionKey=0&organizationId=6201034001,5.0
577.0,23083571001.0,401/3514,+32,ЖК Графика на воде | https://erzrf.ru/novostroyki/zhk-grafika-na-vode-23083571001?regionKey=143443001&gkId=23083571001,г.Москва,"г.Москва, округ Юго-Восточный, р-н Печатники, ул.Шоссейная",н/р,63.0,эконом,многоэтажные дома,ГК Самолет | https://erzrf.ru/zastroyschiki/brand/2366201001?regionKey=0&organizationId=2366201001,4.5
578.0,6075615001.0,401/3514,+32,ЖК Гринада | https://erzrf.ru/novostroyki/zhk-grinada-6075615001?regionKey=143443001&gkId=6075615001,г.Москва,"г.Москва, округ Юго-Западный, р-н Северное Бутово, ул.Феодосийская",н/р,0.0,комфорт,многоэтажные дома,Группа ПСН | https://erzrf.ru/zastroyschiki/brand/2303755001?regionKey=0&organizationId=2303755001,н/р
579.0,4811013001.0,401/3514,+32,ЖК Гришина 16 / Level Кутузовский | https://erzrf.ru/novostroyki/zhk-grishina-16-/-level-kutuzovskij-4811013001?regionKey=143443001&gkId=4811013001,г.Москва,"г.Москва, округ Западный, р-н Можайский, ул.Гришина",н/р,0.0,бизнес,многоэтажные дома,Level Group | https://erzrf.ru/zastroyschiki/brand/6150430001?regionKey=0&organizationId=6150430001,4.5
580.0,5904184001.0,401/3514,+32,ЖК ДОМ128 | https://erzrf.ru/novostroyki/zhk-dom128-5904184001?regionKey=143443001&gkId=5904184001,г.Москва,"г.Москва, округ Юго-Западный, р-н Тёплый Стан, ул.Профсоюзная",н/р,0.0,комфорт,дома повышенной этажности,ГК КОРТРОС | https://erzrf.ru/zastroyschiki/brand/429541001?regionKey=0&organizationId=429541001,4.0
581.0,4861173001.0,401/3514,+32,ЖК Два дома 20&20 | https://erzrf.ru/novostroyki/zhk-dva-doma-20and20-4861173001?regionKey=143443001&gkId=4861173001,г.Москва,"г.Москва, округ Южный, р-н Донской, пр-д 2-ой Донской",н/р,0.0,комфорт,среднеэтажные дома,ГК Апсис Глоб | https://erzrf.ru/zastroyschiki/brand/3634026001?regionKey=0&organizationId=3634026001,н/р
582.0,3348601001.0,401/3514,+32,"ЖК Двинцев, 14 | https://erzrf.ru/novostroyki/zhk-dvincev-14-3348601001?regionKey=143443001&gkId=3348601001",г.Москва,"г.Москва, округ Северо-Восточный, р-н Донской, ул.Двинцев",н/р,0.0,бизнес,среднеэтажные дома,MR Group | https://erzrf.ru/zastroyschiki/brand/430836001?regionKey=0&organizationId=430836001,3.0
583.0,8206304001.0,401/3514,+32,ЖК Дмитриевский (КлеVer) | https://erzrf.ru/novostroyki/zhk-dmitrievskij-klever-8206304001?regionKey=143443001&gkId=8206304001,г.Москва,"г.Москва, округ Восточный, р-н Косино-Ухтомский, мрн Кожухово, ул.Наташи Качуевской",н/р,0.0,комфорт,дома повышенной этажности,УЭЗ | https://erzrf.ru/zastroyschiki/brand/7924542001?regionKey=0&organizationId=7924542001,0.5
584.0,24660347001.0,401/3514,+32,ЖК Дмитрия Ульянова 47 | https://erzrf.ru/novostroyki/zhk-dmitrija-uljanova-47-24660347001?regionKey=143443001&gkId=24660347001,г.Москва,"г.Москва, округ Юго-Западный, р-н Котловка, Дмитрия Ульянова",н/р,0.0,эконом,дома повышенной этажности,Фонд реновации | https://erzrf.ru/zastroyschiki/brand/14543898001?regionKey=0&organizationId=14543898001,5.0
585.0,10013384001.0,401/3514,-173,ЖК Дмитровский парк | https://erzrf.ru/novostroyki/zhk-dmitrovskij-park-10013384001?regionKey=143443001&gkId=10013384001,г.Москва,"г.Москва, округ Северный, р-н Дмитровский, ул.Лобненская",н/р,0.0,комфорт,высотные дома,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
586.0,24660819001.0,401/3514,+32,ЖК Долгопрудная 10 | https://erzrf.ru/novostroyki/zhk-dolgoprudnaja-10-24660819001?regionKey=143443001&gkId=24660819001,г.Москва,"г.Москва, округ Северный, р-н Дмитровский, ул.Долгопрудная",н/р,0.0,эконом,многоэтажные дома,Фонд реновации | https://erzrf.ru/zastroyschiki/brand/14543898001?regionKey=0&organizationId=14543898001,5.0
587.0,775604001.0,401/3514,+32,ЖК Долина Сетунь | https://erzrf.ru/novostroyki/zhk-dolina-setun-775604001?regionKey=143443001&gkId=775604001,г.Москва,"г.Москва, округ Западный, р-н Раменки, ул.Минская",н/р,0.0,элитный,высотные дома,ДОНСТРОЙ | https://erzrf.ru/zastroyschiki/brand/430278001?regionKey=0&organizationId=430278001,5.0
588.0,9911770001.0,401/3514,+32,ЖК Дом 7 Даниловский | https://erzrf.ru/novostroyki/zhk-co_loft-9911770001?regionKey=143443001&gkId=9911770001,г.Москва,"г.Москва, округ Южный, р-н Даниловский, ул.Серпуховский вал",н/р,50.0,элитный,многоэтажные дома,Coldy | https://erzrf.ru/zastroyschiki/brand/9910196001?regionKey=0&organizationId=9910196001,2.5
589.0,15918019001.0,401/3514,+32,ЖК Дом №5 | https://erzrf.ru/novostroyki/zhk-dom-№5-15918019001?regionKey=143443001&gkId=15918019001,г.Москва,"пос.Воскресенское, округ Новомосковский",н/р,0.0,эконом,многоэтажные дома,Домострой | https://erzrf.ru/zastroyschiki/brand/15897547001?regionKey=0&organizationId=15897547001,н/р
